,Germ.GC,Germ.PGC,Germ.oocyte,Germ.oogonia_STRA8,Germ.oogonia_meiotic,Germ.pre_oocyte,Somatic.CoelEpi_LHX9,Somatic.OSE,Somatic.early_supporting,Somatic.granulosa,Somatic.preGC_I,Somatic.preGC_IIa,Somatic.preGC_IIb
SEMA5A,0.0,0.0,0.08,0.0,0.0,0.05,0.15,0.16,0.1,0.22,0.12,0.06,0.11
SEMA5A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA5B,0.01,0.0,0.0,0.0,0.02,0.05,0.07,0.01,0.02,0.02,0.02,0.02,0.02
SEMA6A,0.22,0.2,0.05,0.18,0.03,0.03,0.5,0.41,0.2,0.18,0.18,0.43,0.27
SEMA6A-AS1,0.01,0.01,0.13,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0.0,0.01,0.01
SEMA6A-AS2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA6B,0.07,0.07,0.0,0.04,0.01,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0
SEMA6C,0.04,0.05,0.01,0.07,0.03,0.02,0.05,0.04,0.18,0.21,0.1,0.09,0.3
SEMA6D,0.19,0.17,0.17,0.27,0.21,0.25,0.4,0.21,0.51,0.24,0.33,0.22,0.17
SEMA7A,0.04,0.07,0.04,0.05,0.04,0.03,0.08,0.15,0.15,0.21,0.1,0.28,0.31
SENCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
SENP1,0.27,0.34,0.2,0.41,0.59,0.4,0.15,0.11,0.16,0.09,0.08,0.09,0.08
SENP2,0.58,0.76,0.38,0.64,0.48,0.42,0.2,0.18,0.25,0.29,0.17,0.16,0.18
SENP3,0.1,0.15,0.08,0.21,0.15,0.11,0.08,0.04,0.1,0.04,0.04,0.04,0.05
SENP3-EIF4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENP5,0.47,0.55,0.31,0.48,0.62,0.5,0.19,0.14,0.23,0.2,0.14,0.14,0.16
SENP6,0.62,0.75,0.62,0.76,0.77,0.76,0.51,0.47,0.57,0.51,0.44,0.49,0.5
SENP7,0.32,0.27,0.24,0.33,0.47,0.34,0.31,0.24,0.5,0.25,0.26,0.26,0.27
SENP8,0.23,0.35,0.35,0.2,0.23,0.42,0.04,0.05,0.05,0.04,0.05,0.04,0.04
SEPHS1,0.38,0.57,0.19,0.5,0.33,0.41,0.33,0.26,0.28,0.18,0.14,0.18,0.19
SEPHS2,0.42,0.65,0.36,0.42,0.37,0.35,0.27,0.28,0.41,0.16,0.28,0.25,0.21
SEPSECS,0.24,0.26,0.15,0.36,0.41,0.3,0.08,0.08,0.09,0.05,0.06,0.07,0.06
SEPSECS-AS1,0.14,0.21,0.2,0.15,0.14,0.3,0.02,0.03,0.02,0.01,0.02,0.02,0.02
SEPT1,0.11,0.07,0.05,0.05,0.03,0.01,0.12,0.14,0.1,0.18,0.07,0.11,0.08
SEPT10,0.72,0.75,0.58,0.79,0.76,0.67,0.39,0.4,0.23,0.4,0.25,0.22,0.28
SEPT11,0.48,0.49,0.44,0.47,0.27,0.27,0.39,0.39,0.25,0.26,0.21,0.22,0.21
SEPT12,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT14,0.03,0.01,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT2,0.74,0.86,0.47,0.72,0.7,0.59,0.81,0.78,0.87,0.81,0.77,0.76,0.78
SEPT3,0.04,0.04,0.02,0.05,0.02,0.01,0.06,0.04,0.04,0.0,0.02,0.03,0.02
SEPT4,0.32,0.47,0.12,0.31,0.2,0.06,0.04,0.05,0.01,0.13,0.03,0.02,0.02
SEPT4-AS1,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0
SEPT5,0.05,0.11,0.03,0.08,0.05,0.03,0.08,0.07,0.1,0.02,0.06,0.07,0.04
SEPT6,0.43,0.39,0.03,0.45,0.05,0.03,0.09,0.09,0.31,0.47,0.27,0.2,0.17
SEPT7,0.99,0.96,0.94,0.96,0.94,0.91,0.92,0.86,0.85,0.89,0.78,0.82,0.8
SEPT7-AS1,0.03,0.03,0.03,0.04,0.11,0.07,0.02,0.01,0.02,0.02,0.02,0.01,0.01
SEPT8,0.26,0.24,0.25,0.3,0.26,0.16,0.12,0.1,0.11,0.17,0.08,0.05,0.06
SEPT9,0.4,0.51,0.36,0.28,0.15,0.33,0.66,0.68,0.65,0.72,0.58,0.66,0.64
SERAC1,0.18,0.15,0.11,0.23,0.24,0.16,0.08,0.06,0.11,0.13,0.06,0.07,0.08
SERBP1,0.86,0.97,0.71,0.85,0.86,0.81,0.94,0.91,0.9,0.86,0.83,0.92,0.86
SERF1A,0.0,0.01,0.0,0.01,0.0,0.02,0.01,0.0,0.01,0.0,0.01,0.01,0.0
SERF1B,0.08,0.07,0.01,0.04,0.04,0.05,0.03,0.02,0.05,0.01,0.02,0.02,0.02
SERF2,1.0,1.0,0.98,0.99,0.92,0.95,1.0,1.0,1.0,0.99,0.99,1.0,1.0
SERGEF,0.29,0.36,0.13,0.13,0.11,0.13,0.19,0.17,0.17,0.19,0.2,0.22,0.19
SERHL2,0.29,0.2,0.46,0.43,0.23,0.31,0.05,0.05,0.1,0.19,0.05,0.07,0.06
SERINC1,0.23,0.33,0.26,0.3,0.2,0.34,0.68,0.61,0.8,0.67,0.61,0.63,0.64
SERINC2,0.21,0.16,0.51,0.15,0.11,0.21,0.07,0.03,0.18,0.02,0.05,0.01,0.01
SERINC3,0.94,0.93,0.67,0.87,0.8,0.61,0.53,0.56,0.56,0.52,0.43,0.5,0.44
SERINC4,0.18,0.04,0.05,0.17,0.12,0.13,0.01,0.0,0.01,0.01,0.0,0.0,0.0
SERINC5,0.31,0.45,0.21,0.12,0.05,0.1,0.72,0.67,0.96,0.86,0.85,0.84,0.87
SERP1,0.96,0.98,0.78,0.9,0.78,0.82,0.82,0.81,0.77,0.66,0.66,0.79,0.7
SERP2,0.04,0.03,0.07,0.18,0.31,0.26,0.05,0.05,0.08,0.08,0.06,0.04,0.06
SERPINA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA5,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.06,0.01,0.02,0.02
SERPINA6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.11,0.06,0.05,0.13,0.05,0.09,0.11,0.17,0.19,0.28,0.22,0.19,0.25
SERPINB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB5,0.01,0.01,0.02,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB6,0.69,0.74,0.46,0.59,0.32,0.44,0.6,0.65,0.67,0.68,0.59,0.57,0.67
SERPINB7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB8,0.02,0.01,0.04,0.02,0.01,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.02
SERPINB9,0.15,0.24,0.03,0.37,0.15,0.03,0.35,0.61,0.39,0.27,0.36,0.61,0.7
SERPINB9P1,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.0,0.0,0.01
SERPINC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPIND1,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.28,0.11,0.01,0.16
SERPINE1,0.0,0.01,0.0,0.0,0.0,0.01,0.04,0.01,0.12,0.07,0.08,0.03,0.06
SERPINE2,0.67,0.31,0.36,0.74,0.35,0.27,0.3,0.27,0.87,0.89,0.61,0.63,0.35
SERPINE3,0.01,0.0,0.0,0.01,0.01,0.0,0.13,0.01,0.0,0.0,0.0,0.0,0.0
SERPINF1,0.51,0.35,0.88,0.31,0.08,0.2,0.48,0.54,0.7,0.22,0.62,0.76,0.51
SERPINF2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.0
SERPING1,0.81,0.8,0.12,0.61,0.17,0.21,0.96,0.73,0.8,0.29,0.58,0.51,0.35
SERPINH1,0.53,0.77,0.11,0.31,0.36,0.25,0.9,0.83,0.93,0.88,0.78,0.81,0.78
SERPINI1,0.67,0.58,0.04,0.49,0.17,0.07,0.05,0.05,0.05,0.05,0.03,0.03,0.05
SERPINI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.0,0.0
SERTAD1,0.15,0.26,0.1,0.1,0.03,0.14,0.32,0.37,0.64,0.16,0.48,0.35,0.47
SERTAD2,0.22,0.25,0.11,0.17,0.17,0.18,0.44,0.21,0.48,0.12,0.23,0.2,0.19
SERTAD3,0.53,0.67,0.4,0.37,0.27,0.54,0.34,0.28,0.34,0.14,0.33,0.26,0.29
SERTAD4,0.03,0.06,0.01,0.04,0.07,0.02,0.09,0.01,0.0,0.0,0.0,0.0,0.0
SERTAD4-AS1,0.1,0.07,0.01,0.04,0.08,0.07,0.24,0.05,0.01,0.01,0.0,0.01,0.0
SERTM1,0.07,0.05,0.06,0.04,0.0,0.01,0.08,0.08,0.01,0.01,0.01,0.01,0.01
SERTM2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.01,0.03
SESN1,0.35,0.54,0.4,0.38,0.56,0.52,0.12,0.15,0.34,0.11,0.14,0.17,0.16
SESN2,0.54,0.58,0.4,0.47,0.36,0.34,0.07,0.09,0.25,0.06,0.12,0.08,0.1
SESN3,0.32,0.21,0.41,0.61,0.34,0.32,0.42,0.33,0.62,0.38,0.42,0.42,0.45
SESTD1,0.81,0.8,0.49,0.81,0.58,0.51,0.33,0.25,0.3,0.21,0.16,0.15,0.13
SET,0.98,0.99,0.9,0.94,0.79,0.78,0.94,0.91,0.96,0.75,0.88,0.9,0.83
SETBP1,0.01,0.02,0.0,0.01,0.01,0.02,0.27,0.19,0.14,0.08,0.06,0.11,0.14
SETD1A,0.21,0.26,0.11,0.21,0.22,0.21,0.14,0.13,0.16,0.14,0.12,0.13,0.15
SETD1B,0.14,0.15,0.21,0.23,0.22,0.3,0.15,0.1,0.32,0.11,0.11,0.12,0.1
SETD2,0.65,0.65,0.46,0.6,0.66,0.53,0.46,0.44,0.58,0.53,0.38,0.39,0.4
SETD3,0.81,0.76,0.62,0.84,0.66,0.6,0.19,0.17,0.17,0.15,0.11,0.12,0.13
SETD4,0.36,0.4,0.24,0.46,0.31,0.31,0.18,0.17,0.23,0.16,0.18,0.17,0.14
SETD5,0.6,0.68,0.26,0.49,0.48,0.49,0.56,0.5,0.65,0.6,0.48,0.51,0.49
SETD6,0.4,0.46,0.34,0.5,0.41,0.45,0.15,0.12,0.16,0.12,0.1,0.12,0.11
SETD7,0.03,0.03,0.01,0.05,0.02,0.02,0.11,0.06,0.18,0.1,0.06,0.05,0.04
SETD9,0.3,0.35,0.15,0.33,0.58,0.47,0.2,0.19,0.16,0.1,0.11,0.11,0.08
SETDB1,0.48,0.51,0.18,0.53,0.45,0.4,0.29,0.26,0.32,0.23,0.22,0.26,0.23
SETDB2,0.3,0.31,0.49,0.35,0.31,0.39,0.31,0.23,0.7,0.24,0.35,0.33,0.24
SETMAR,0.29,0.29,0.14,0.25,0.39,0.27,0.13,0.08,0.14,0.06,0.08,0.07,0.07
SETSIP,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SETX,0.47,0.57,0.57,0.39,0.44,0.56,0.34,0.35,0.48,0.47,0.37,0.42,0.46
SEZ6,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEZ6L,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
SEZ6L2,0.23,0.35,0.15,0.18,0.05,0.08,0.28,0.34,0.3,0.37,0.22,0.21,0.3
SF1,0.94,0.94,0.77,0.88,0.8,0.79,0.83,0.8,0.9,0.73,0.73,0.75,0.78
SF3A1,0.78,0.82,0.55,0.64,0.6,0.53,0.53,0.54,0.53,0.56,0.49,0.48,0.49
SF3A2,0.83,0.92,0.66,0.8,0.8,0.79,0.72,0.68,0.63,0.62,0.5,0.58,0.5
SF3A3,0.88,0.9,0.71,0.8,0.78,0.73,0.55,0.49,0.54,0.39,0.39,0.46,0.38
SF3B1,0.88,0.88,0.61,0.79,0.66,0.59,0.85,0.79,0.92,0.76,0.78,0.81,0.75
SF3B2,0.99,0.99,0.76,0.92,0.73,0.75,0.84,0.83,0.81,0.68,0.77,0.82,0.74
SF3B3,0.62,0.75,0.17,0.49,0.4,0.26,0.53,0.48,0.54,0.44,0.36,0.45,0.42
SF3B4,0.89,0.93,0.64,0.77,0.61,0.72,0.65,0.57,0.6,0.4,0.47,0.48,0.44
SF3B5,0.9,0.91,0.54,0.81,0.43,0.43,0.83,0.8,0.83,0.61,0.72,0.82,0.74
SF3B6,0.95,0.95,0.75,0.92,0.82,0.83,0.87,0.85,0.91,0.75,0.82,0.87,0.82
SFI1,0.15,0.22,0.2,0.13,0.17,0.24,0.08,0.07,0.06,0.08,0.05,0.06,0.09
SFMBT1,0.31,0.49,0.16,0.14,0.29,0.29,0.06,0.09,0.06,0.05,0.05,0.05,0.06
SFMBT2,0.13,0.22,0.06,0.06,0.05,0.07,0.1,0.13,0.07,0.13,0.14,0.14,0.17
SFN,0.03,0.09,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
SFPQ,0.87,0.92,0.57,0.83,0.74,0.62,0.89,0.83,0.92,0.63,0.77,0.81,0.76
SFR1,0.64,0.69,0.38,0.63,0.62,0.33,0.07,0.09,0.08,0.07,0.07,0.11,0.07
SFRP1,0.04,0.04,0.03,0.11,0.03,0.03,0.6,0.89,0.13,0.18,0.23,0.38,0.46
SFRP2,0.38,0.66,0.02,0.2,0.04,0.03,0.34,0.45,0.06,0.04,0.05,0.1,0.1
SFRP4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.1,0.02,0.01,0.01
SFRP5,0.05,0.04,0.0,0.07,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0
SFSWAP,0.53,0.59,0.37,0.59,0.53,0.36,0.34,0.36,0.39,0.31,0.3,0.41,0.32
SFT2D1,0.66,0.8,0.35,0.62,0.53,0.54,0.49,0.5,0.51,0.4,0.42,0.48,0.42
SFT2D2,0.48,0.51,0.2,0.39,0.36,0.33,0.2,0.17,0.2,0.22,0.15,0.1,0.14
SFT2D3,0.03,0.06,0.03,0.05,0.04,0.03,0.15,0.11,0.15,0.06,0.09,0.1,0.08
SFTA1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTA2,0.03,0.01,0.01,0.08,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTA3,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPB,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPC,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPD,0.01,0.0,0.01,0.01,0.0,0.0,0.08,0.07,0.04,0.01,0.03,0.04,0.04
SFTPD-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0
SFXN1,0.42,0.41,0.31,0.36,0.19,0.18,0.4,0.42,0.72,0.46,0.49,0.58,0.46
SFXN2,0.09,0.19,0.04,0.08,0.07,0.03,0.2,0.11,0.21,0.09,0.14,0.1,0.06
SFXN3,0.04,0.02,0.04,0.02,0.03,0.01,0.05,0.04,0.11,0.07,0.07,0.05,0.07
SFXN4,0.66,0.67,0.34,0.49,0.12,0.12,0.22,0.25,0.19,0.15,0.19,0.25,0.17
SFXN5,0.25,0.32,0.3,0.24,0.27,0.36,0.04,0.09,0.07,0.05,0.06,0.08,0.11
SGCA,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
SGCB,0.39,0.51,0.22,0.32,0.22,0.32,0.37,0.36,0.4,0.44,0.31,0.3,0.33
SGCD,0.0,0.0,0.2,0.0,0.01,0.05,0.05,0.01,0.32,0.19,0.25,0.02,0.08
SGCE,0.18,0.21,0.18,0.29,0.24,0.26,0.42,0.32,0.45,0.47,0.45,0.28,0.33
SGCG,0.05,0.06,0.09,0.22,0.2,0.24,0.06,0.29,0.01,0.04,0.01,0.21,0.15
SGCZ,0.03,0.0,0.01,0.01,0.01,0.0,0.06,0.13,0.05,0.05,0.04,0.12,0.14
SGF29,0.69,0.75,0.66,0.52,0.44,0.52,0.25,0.3,0.24,0.27,0.24,0.3,0.26
SGIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.26,0.0,0.0,0.01
SGK1,0.14,0.14,0.42,0.1,0.1,0.22,0.07,0.12,0.23,0.24,0.09,0.05,0.09
SGK2,0.03,0.01,0.0,0.04,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01
SGK3,0.81,0.59,0.25,0.65,0.27,0.17,0.09,0.07,0.05,0.04,0.05,0.04,0.05
SGK494,0.04,0.03,0.01,0.03,0.05,0.03,0.01,0.01,0.02,0.0,0.01,0.0,0.01
SGMS1,0.03,0.06,0.08,0.05,0.06,0.08,0.16,0.16,0.14,0.21,0.14,0.13,0.18
SGMS1-AS1,0.05,0.03,0.02,0.06,0.08,0.08,0.03,0.02,0.03,0.03,0.03,0.02,0.02
SGMS2,0.03,0.02,0.31,0.04,0.03,0.15,0.03,0.06,0.02,0.03,0.01,0.03,0.03
SGO1,0.47,0.58,0.41,0.7,0.54,0.37,0.19,0.16,0.02,0.01,0.01,0.02,0.02
SGO2,0.39,0.42,0.44,0.65,0.71,0.64,0.15,0.11,0.04,0.03,0.03,0.02,0.03
SGPL1,0.14,0.2,0.13,0.16,0.16,0.17,0.15,0.17,0.25,0.25,0.16,0.19,0.31
SGPP1,0.05,0.04,0.08,0.08,0.11,0.13,0.09,0.06,0.12,0.08,0.05,0.05,0.08
SGPP2,0.02,0.01,0.05,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01
SGSH,0.05,0.14,0.03,0.05,0.01,0.01,0.13,0.15,0.12,0.27,0.13,0.17,0.21
SGSM1,0.05,0.05,0.04,0.07,0.06,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.0
SGSM2,0.17,0.24,0.03,0.16,0.13,0.06,0.13,0.1,0.13,0.14,0.07,0.09,0.12
SGSM3,0.22,0.22,0.16,0.26,0.19,0.17,0.12,0.09,0.12,0.11,0.09,0.07,0.09
SGTA,0.26,0.48,0.35,0.28,0.39,0.43,0.37,0.35,0.44,0.24,0.27,0.29,0.26
SGTB,0.3,0.34,0.19,0.34,0.22,0.36,0.1,0.09,0.11,0.09,0.07,0.09,0.08
SH2B1,0.45,0.44,0.29,0.39,0.26,0.37,0.25,0.27,0.29,0.27,0.28,0.28,0.32
SH2B2,0.13,0.3,0.05,0.08,0.01,0.04,0.06,0.1,0.05,0.02,0.02,0.06,0.03
SH2B3,0.1,0.13,0.03,0.16,0.08,0.04,0.02,0.02,0.01,0.02,0.01,0.02,0.02
SH2D1A,0.01,0.02,0.02,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2D1B,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2D2A,0.06,0.04,0.01,0.05,0.01,0.05,0.01,0.0,0.0,0.02,0.0,0.01,0.01
SH2D3A,0.14,0.23,0.01,0.08,0.03,0.04,0.02,0.02,0.0,0.0,0.0,0.02,0.02
SH2D3C,0.16,0.06,0.01,0.13,0.02,0.06,0.09,0.04,0.04,0.01,0.01,0.02,0.01
SH2D4A,0.12,0.08,0.59,0.12,0.08,0.29,0.17,0.54,0.23,0.36,0.31,0.43,0.3
SH2D4B,0.03,0.04,0.06,0.01,0.04,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
SH2D5,0.01,0.04,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
SH2D6,0.07,0.04,0.03,0.07,0.08,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0
SH2D7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGR,0.43,0.48,0.37,0.35,0.52,0.52,0.04,0.03,0.04,0.04,0.03,0.03,0.03
SH3BGRL,0.43,0.51,0.05,0.23,0.04,0.12,0.74,0.67,0.71,0.58,0.61,0.65,0.64
SH3BGRL2,0.16,0.22,0.15,0.1,0.07,0.15,0.11,0.07,0.22,0.08,0.13,0.19,0.19
SH3BGRL3,0.42,0.43,0.51,0.38,0.05,0.06,0.63,0.63,0.82,0.34,0.57,0.66,0.57
SH3BP1,0.43,0.59,0.09,0.23,0.03,0.02,0.11,0.08,0.19,0.03,0.12,0.11,0.09
SH3BP2,0.08,0.07,0.05,0.09,0.11,0.08,0.15,0.09,0.24,0.08,0.12,0.11,0.11
SH3BP4,0.04,0.16,0.02,0.02,0.02,0.01,0.4,0.27,0.45,0.31,0.27,0.28,0.27
SH3BP5,0.17,0.4,0.44,0.17,0.05,0.16,0.57,0.67,0.16,0.36,0.35,0.27,0.43
SH3BP5-AS1,0.02,0.02,0.04,0.04,0.06,0.03,0.05,0.05,0.05,0.06,0.03,0.02,0.04
SH3BP5L,0.13,0.18,0.07,0.15,0.1,0.14,0.09,0.08,0.11,0.09,0.1,0.08,0.11
SH3D19,0.39,0.3,0.17,0.31,0.18,0.19,0.12,0.08,0.33,0.18,0.17,0.08,0.09
SH3D21,0.12,0.26,0.03,0.1,0.04,0.02,0.11,0.09,0.13,0.24,0.06,0.13,0.11
SH3GL1,0.08,0.14,0.19,0.17,0.28,0.25,0.42,0.4,0.41,0.26,0.35,0.37,0.31
SH3GL2,0.2,0.12,0.61,0.28,0.18,0.24,0.2,0.06,0.02,0.05,0.04,0.03,0.03
SH3GL3,0.09,0.13,0.51,0.14,0.06,0.17,0.17,0.08,0.08,0.01,0.03,0.02,0.01
SH3GLB1,0.87,0.86,0.84,0.88,0.83,0.85,0.48,0.41,0.53,0.53,0.43,0.41,0.38
SH3GLB2,0.16,0.27,0.15,0.28,0.13,0.13,0.38,0.34,0.31,0.18,0.18,0.19,0.26
SH3KBP1,0.05,0.07,0.33,0.19,0.27,0.25,0.17,0.11,0.08,0.16,0.07,0.06,0.08
SH3PXD2A,0.19,0.38,0.1,0.1,0.05,0.06,0.15,0.15,0.11,0.22,0.11,0.08,0.1
SH3PXD2A-AS1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3PXD2B,0.25,0.25,0.11,0.17,0.02,0.03,0.14,0.1,0.2,0.06,0.1,0.12,0.1
SH3RF1,0.09,0.07,0.15,0.14,0.24,0.16,0.19,0.11,0.42,0.2,0.2,0.16,0.23
SH3RF2,0.0,0.0,0.0,0.01,0.0,0.01,0.05,0.03,0.02,0.0,0.01,0.02,0.02
SH3RF3,0.01,0.01,0.02,0.03,0.0,0.02,0.01,0.01,0.14,0.01,0.07,0.03,0.02
SH3RF3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0
SH3TC1,0.09,0.23,0.03,0.01,0.03,0.03,0.08,0.06,0.17,0.03,0.05,0.05,0.02
SH3TC2,0.0,0.01,0.02,0.0,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0
SH3TC2-DT,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3YL1,0.32,0.34,0.19,0.49,0.47,0.42,0.22,0.19,0.15,0.28,0.15,0.13,0.12
SHANK1,0.01,0.0,0.0,0.01,0.01,0.0,0.04,0.05,0.02,0.0,0.01,0.02,0.02
SHANK2,0.0,0.0,0.07,0.01,0.0,0.08,0.01,0.0,0.0,0.02,0.0,0.01,0.03
SHANK2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHANK3,0.05,0.04,0.02,0.05,0.02,0.01,0.06,0.03,0.05,0.03,0.02,0.02,0.02
SHARPIN,0.59,0.63,0.62,0.72,0.56,0.66,0.41,0.4,0.4,0.29,0.34,0.36,0.33
SHB,0.21,0.27,0.14,0.2,0.1,0.15,0.13,0.1,0.1,0.01,0.05,0.03,0.02
SHBG,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
SHC1,0.19,0.24,0.18,0.18,0.06,0.07,0.2,0.15,0.46,0.16,0.25,0.19,0.19
SHC2,0.04,0.03,0.02,0.03,0.01,0.01,0.11,0.25,0.21,0.34,0.07,0.1,0.16
SHC3,0.02,0.01,0.06,0.01,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
SHC4,0.04,0.01,0.06,0.12,0.13,0.1,0.01,0.01,0.01,0.0,0.01,0.0,0.01
SHCBP1,0.18,0.33,0.19,0.43,0.46,0.27,0.1,0.08,0.0,0.01,0.0,0.01,0.0
SHCBP1L,0.03,0.05,0.07,0.22,0.86,0.61,0.0,0.01,0.0,0.0,0.0,0.0,0.01
SHD,0.4,0.69,0.83,0.1,0.02,0.19,0.0,0.0,0.01,0.01,0.0,0.0,0.0
