,Endo.Arterial_EC,Endo.Fenestrated_EC,Endo.Glomerular_EC,Endo.Lymphatic_EC,Endo.Venous_EC,Endothelial,Epi.Epi_Mullerian,Epi.Epi_mesonephros,Epi.Epi_wolffian,Somatic.CoelEpi_LHX9,Somatic.FetalLeydig,Somatic.Gi,Somatic.Oi,Somatic.Sertoli,Somatic.Ti,Somatic.early_sPAX8,Somatic.early_supporting,Somatic.late_sPAX8,Somatic.preGC_I
EPHA1,0.0,0.0,0.0,0.01,0.0,0.01,0.14,0.05,0.23,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
EPHA1-AS1,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
EPHA10,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.0
EPHA2,0.12,0.2,0.2,0.23,0.06,0.12,0.31,0.26,0.23,0.16,0.01,0.07,0.02,0.05,0.01,0.04,0.13,0.08,0.03
EPHA3,0.12,0.01,0.01,0.0,0.0,0.04,0.0,0.05,0.02,0.05,0.01,0.04,0.01,0.0,0.01,0.0,0.01,0.0,0.0
EPHA4,0.17,0.11,0.11,0.02,0.08,0.17,0.07,0.15,0.39,0.07,0.1,0.19,0.08,0.08,0.08,0.08,0.46,0.02,0.13
EPHA5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0
EPHA5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01
EPHA6,0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.05,0.11,0.08,0.02,0.03,0.02,0.0,0.01,0.12,0.11,0.02,0.08
EPHA7,0.07,0.07,0.02,0.05,0.05,0.09,0.11,0.29,0.37,0.16,0.03,0.15,0.07,0.07,0.06,0.08,0.17,0.12,0.07
EPHA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
EPHB1,0.04,0.05,0.02,0.19,0.01,0.06,0.04,0.08,0.1,0.05,0.04,0.1,0.01,0.39,0.02,0.15,0.04,0.09,0.03
EPHB2,0.01,0.02,0.01,0.2,0.01,0.09,0.31,0.18,0.23,0.21,0.11,0.28,0.19,0.15,0.2,0.2,0.16,0.08,0.12
EPHB3,0.02,0.05,0.05,0.03,0.03,0.1,0.13,0.05,0.16,0.09,0.05,0.29,0.15,0.16,0.19,0.08,0.1,0.07,0.05
EPHB4,0.42,0.68,0.55,0.69,0.41,0.46,0.26,0.24,0.36,0.27,0.15,0.3,0.19,0.13,0.23,0.15,0.26,0.13,0.18
EPHB6,0.01,0.03,0.03,0.03,0.02,0.1,0.22,0.19,0.15,0.29,0.06,0.15,0.12,0.25,0.13,0.14,0.2,0.15,0.26
EPHX1,0.37,0.5,0.52,0.76,0.46,0.57,0.46,0.65,0.54,0.59,0.97,0.39,0.61,0.44,0.65,0.46,0.75,0.6,0.87
EPHX2,0.1,0.2,0.11,0.17,0.2,0.25,0.35,0.39,0.65,0.3,0.31,0.23,0.27,0.18,0.22,0.19,0.2,0.18,0.29
EPHX3,0.0,0.01,0.01,0.01,0.01,0.01,0.05,0.02,0.09,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.0,0.03
EPHX4,0.1,0.06,0.08,0.1,0.01,0.03,0.09,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
EPM2A,0.02,0.03,0.04,0.03,0.02,0.03,0.07,0.09,0.11,0.05,0.08,0.06,0.02,0.06,0.02,0.05,0.07,0.03,0.04
EPM2AIP1,0.22,0.25,0.2,0.26,0.15,0.31,0.43,0.46,0.45,0.36,0.44,0.44,0.31,0.38,0.27,0.38,0.54,0.27,0.37
EPN1,0.57,0.64,0.72,0.61,0.5,0.59,0.58,0.72,0.77,0.54,0.64,0.64,0.44,0.48,0.39,0.59,0.71,0.62,0.68
EPN2,0.37,0.34,0.38,0.29,0.22,0.36,0.29,0.37,0.31,0.21,0.31,0.3,0.2,0.09,0.23,0.21,0.24,0.19,0.18
EPN2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPN3,0.01,0.01,0.0,0.01,0.0,0.04,0.07,0.02,0.1,0.14,0.27,0.06,0.07,0.06,0.04,0.2,0.25,0.27,0.37
EPO,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPOP,0.02,0.02,0.03,0.01,0.01,0.03,0.05,0.04,0.05,0.01,0.01,0.02,0.01,0.01,0.0,0.02,0.04,0.01,0.02
EPOR,0.11,0.13,0.15,0.1,0.05,0.08,0.06,0.05,0.26,0.06,0.1,0.13,0.06,0.03,0.04,0.06,0.07,0.04,0.05
EPPIN,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0
EPPIN-WFDC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
EPPK1,0.07,0.0,0.0,0.01,0.0,0.01,0.11,0.11,0.07,0.06,0.0,0.0,0.0,0.06,0.0,0.02,0.01,0.02,0.02
EPRS,0.44,0.46,0.51,0.42,0.33,0.44,0.59,0.67,0.65,0.49,0.61,0.46,0.35,0.31,0.34,0.29,0.4,0.33,0.3
EPS15,0.29,0.35,0.36,0.53,0.17,0.3,0.26,0.34,0.33,0.21,0.34,0.27,0.2,0.27,0.18,0.19,0.27,0.2,0.16
EPS15L1,0.2,0.29,0.23,0.3,0.15,0.24,0.29,0.32,0.34,0.23,0.34,0.28,0.18,0.15,0.17,0.22,0.28,0.19,0.23
EPS8,0.15,0.16,0.06,0.04,0.07,0.2,0.19,0.23,0.51,0.29,0.33,0.17,0.32,0.29,0.31,0.11,0.18,0.11,0.19
EPS8L1,0.11,0.07,0.04,0.24,0.02,0.06,0.53,0.56,0.34,0.56,0.01,0.03,0.0,0.01,0.01,0.11,0.03,0.07,0.02
EPS8L2,0.0,0.01,0.0,0.03,0.0,0.03,0.48,0.46,0.72,0.23,0.18,0.05,0.04,0.02,0.06,0.09,0.13,0.02,0.19
EPS8L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
EPSTI1,0.02,0.03,0.01,0.04,0.02,0.07,0.12,0.21,0.06,0.18,0.26,0.25,0.19,0.08,0.07,0.26,0.57,0.17,0.42
EPX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPYC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERAL1,0.3,0.38,0.42,0.36,0.29,0.37,0.54,0.57,0.61,0.42,0.49,0.47,0.29,0.25,0.27,0.34,0.48,0.31,0.38
ERAP1,0.12,0.13,0.14,0.18,0.07,0.13,0.12,0.15,0.2,0.11,0.15,0.06,0.11,0.06,0.1,0.05,0.07,0.1,0.08
ERAP2,0.1,0.16,0.18,0.19,0.1,0.11,0.0,0.02,0.01,0.01,0.04,0.02,0.04,0.0,0.02,0.0,0.0,0.01,0.02
ERAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB2,0.07,0.05,0.02,0.03,0.05,0.17,0.45,0.58,0.71,0.27,0.18,0.2,0.21,0.22,0.2,0.24,0.24,0.27,0.27
ERBB3,0.01,0.01,0.0,0.02,0.01,0.06,0.15,0.03,0.57,0.07,0.04,0.01,0.02,0.49,0.02,0.02,0.22,0.04,0.05
ERBB4,0.0,0.01,0.01,0.02,0.0,0.05,0.33,0.52,0.58,0.07,0.1,0.02,0.01,0.35,0.02,0.04,0.1,0.11,0.04
ERBIN,0.37,0.35,0.37,0.36,0.23,0.38,0.34,0.41,0.51,0.25,0.38,0.31,0.16,0.24,0.17,0.16,0.24,0.21,0.18
ERC1,0.49,0.37,0.4,0.34,0.22,0.39,0.3,0.35,0.39,0.23,0.37,0.28,0.19,0.37,0.2,0.23,0.3,0.2,0.23
ERC2,0.01,0.02,0.01,0.02,0.0,0.03,0.09,0.07,0.09,0.2,0.18,0.07,0.04,0.02,0.09,0.05,0.07,0.01,0.12
ERCC1,0.42,0.47,0.51,0.42,0.41,0.48,0.61,0.72,0.7,0.46,0.64,0.52,0.43,0.38,0.46,0.38,0.45,0.45,0.45
ERCC2,0.1,0.15,0.14,0.12,0.1,0.16,0.21,0.29,0.28,0.21,0.31,0.19,0.11,0.14,0.1,0.11,0.19,0.12,0.14
ERCC3,0.22,0.25,0.28,0.26,0.15,0.25,0.3,0.34,0.35,0.22,0.28,0.25,0.18,0.17,0.17,0.21,0.26,0.17,0.2
ERCC4,0.16,0.18,0.2,0.15,0.14,0.19,0.21,0.31,0.26,0.25,0.27,0.2,0.13,0.18,0.14,0.18,0.24,0.18,0.19
ERCC5,0.11,0.14,0.16,0.16,0.08,0.14,0.17,0.26,0.27,0.13,0.16,0.19,0.12,0.08,0.11,0.12,0.2,0.09,0.12
ERCC6,0.08,0.11,0.07,0.09,0.06,0.11,0.14,0.2,0.2,0.1,0.17,0.14,0.08,0.08,0.08,0.12,0.18,0.07,0.1
ERCC6L,0.0,0.03,0.01,0.02,0.0,0.01,0.04,0.02,0.02,0.04,0.01,0.06,0.01,0.02,0.01,0.01,0.0,0.01,0.0
ERCC6L2,0.18,0.2,0.17,0.15,0.13,0.25,0.23,0.34,0.28,0.2,0.41,0.25,0.18,0.19,0.23,0.19,0.29,0.14,0.18
ERCC8,0.11,0.15,0.16,0.12,0.1,0.14,0.21,0.23,0.25,0.15,0.2,0.17,0.11,0.07,0.12,0.11,0.14,0.08,0.11
EREG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.03
ERF,0.45,0.47,0.5,0.33,0.35,0.48,0.35,0.45,0.57,0.22,0.24,0.33,0.16,0.37,0.16,0.25,0.36,0.21,0.17
ERFE,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERG,0.68,0.73,0.74,0.7,0.55,0.61,0.0,0.02,0.0,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
ERG28,0.59,0.39,0.45,0.56,0.46,0.55,0.63,0.67,0.73,0.6,0.85,0.53,0.42,0.77,0.55,0.56,0.73,0.62,0.71
ERGIC1,0.48,0.33,0.57,0.36,0.26,0.43,0.47,0.47,0.52,0.34,0.65,0.36,0.27,0.35,0.27,0.24,0.45,0.22,0.32
ERGIC2,0.34,0.36,0.33,0.39,0.3,0.38,0.48,0.57,0.57,0.45,0.48,0.49,0.38,0.28,0.37,0.31,0.42,0.34,0.34
ERGIC3,0.7,0.76,0.74,0.72,0.74,0.78,0.93,0.94,0.96,0.84,0.9,0.86,0.81,0.6,0.78,0.76,0.87,0.82,0.8
ERH,0.84,0.86,0.9,0.84,0.88,0.88,0.98,0.97,0.95,0.92,0.94,0.95,0.85,0.79,0.84,0.89,0.95,0.88,0.88
ERI1,0.09,0.09,0.06,0.09,0.04,0.08,0.13,0.14,0.15,0.11,0.14,0.14,0.08,0.08,0.07,0.09,0.13,0.06,0.08
ERI2,0.05,0.07,0.06,0.07,0.03,0.05,0.1,0.12,0.12,0.07,0.08,0.09,0.03,0.05,0.02,0.05,0.06,0.04,0.04
ERI3,0.39,0.49,0.47,0.43,0.41,0.47,0.72,0.8,0.82,0.54,0.58,0.59,0.46,0.34,0.39,0.44,0.55,0.42,0.51
ERICD,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
ERICH1,0.34,0.39,0.37,0.63,0.29,0.38,0.4,0.39,0.52,0.34,0.4,0.24,0.21,0.18,0.19,0.26,0.35,0.19,0.25
ERICH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
ERICH3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH5,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.09,0.22,0.03,0.06,0.0,0.0,0.08,0.0,0.02,0.04,0.02,0.06
ERICH6,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01
ERICH6-AS1,0.03,0.03,0.05,0.04,0.03,0.05,0.11,0.14,0.13,0.09,0.08,0.07,0.05,0.03,0.03,0.07,0.15,0.04,0.08
ERICH6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
ERLEC1,0.43,0.42,0.44,0.39,0.33,0.45,0.46,0.54,0.58,0.4,0.57,0.39,0.41,0.35,0.42,0.32,0.44,0.38,0.38
ERLIN1,0.19,0.2,0.16,0.19,0.12,0.19,0.26,0.26,0.3,0.17,0.29,0.21,0.16,0.13,0.18,0.11,0.17,0.14,0.15
ERLIN2,0.19,0.17,0.22,0.22,0.1,0.18,0.23,0.25,0.38,0.18,0.19,0.18,0.13,0.12,0.11,0.13,0.17,0.13,0.12
ERLNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERMAP,0.04,0.04,0.05,0.05,0.03,0.06,0.13,0.15,0.15,0.07,0.1,0.08,0.07,0.04,0.03,0.07,0.07,0.06,0.08
ERMARD,0.09,0.12,0.12,0.11,0.07,0.11,0.13,0.18,0.17,0.1,0.16,0.14,0.09,0.08,0.08,0.09,0.12,0.08,0.08
ERMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERMP1,0.07,0.2,0.2,0.07,0.07,0.13,0.1,0.12,0.19,0.2,0.45,0.11,0.08,0.19,0.04,0.07,0.11,0.08,0.18
ERN1,0.15,0.2,0.21,0.16,0.08,0.17,0.12,0.15,0.24,0.09,0.21,0.14,0.14,0.08,0.09,0.17,0.33,0.06,0.23
ERN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERO1A,0.39,0.28,0.41,0.33,0.16,0.27,0.24,0.17,0.22,0.16,0.23,0.19,0.09,0.14,0.08,0.1,0.18,0.09,0.09
ERO1B,0.1,0.14,0.14,0.1,0.07,0.13,0.13,0.16,0.15,0.1,0.07,0.05,0.06,0.06,0.06,0.11,0.11,0.09,0.09
ERP27,0.01,0.0,0.01,0.01,0.0,0.01,0.15,0.16,0.14,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
ERP29,0.69,0.75,0.75,0.76,0.68,0.71,0.9,0.92,0.95,0.82,0.81,0.8,0.68,0.55,0.65,0.65,0.72,0.71,0.71
ERP44,0.44,0.48,0.56,0.46,0.32,0.45,0.53,0.62,0.67,0.44,0.53,0.43,0.35,0.33,0.32,0.38,0.56,0.33,0.38
ERRFI1,0.06,0.07,0.08,0.17,0.02,0.07,0.23,0.32,0.26,0.07,0.09,0.09,0.06,0.04,0.05,0.1,0.19,0.04,0.09
ERV3-1,0.15,0.19,0.17,0.18,0.07,0.16,0.24,0.29,0.28,0.18,0.11,0.19,0.09,0.09,0.08,0.17,0.26,0.07,0.1
ERVE-1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.08,0.0,0.02,0.03,0.0,0.06
ERVFRD-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ERVH-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERVH48-1,0.01,0.03,0.02,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ERVK-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERVK3-1,0.18,0.18,0.12,0.17,0.13,0.16,0.2,0.16,0.21,0.15,0.2,0.11,0.1,0.12,0.1,0.1,0.14,0.13,0.11
ERVK9-11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
ERVMER34-1,0.0,0.01,0.01,0.0,0.02,0.02,0.04,0.02,0.06,0.04,0.02,0.1,0.09,0.01,0.02,0.13,0.13,0.04,0.08
ERVMER61-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
ERVV-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERVV-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERVW-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESAM,0.97,0.94,0.98,0.16,0.96,0.91,0.03,0.39,0.15,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ESCO1,0.18,0.2,0.22,0.2,0.15,0.25,0.26,0.39,0.32,0.22,0.36,0.27,0.17,0.25,0.16,0.26,0.33,0.18,0.23
ESCO2,0.01,0.08,0.04,0.03,0.01,0.02,0.09,0.04,0.04,0.07,0.03,0.12,0.02,0.05,0.01,0.01,0.01,0.02,0.01
ESD,0.55,0.68,0.71,0.66,0.62,0.68,0.85,0.89,0.91,0.77,0.81,0.84,0.72,0.49,0.72,0.61,0.67,0.67,0.59
ESF1,0.34,0.4,0.32,0.37,0.35,0.44,0.55,0.46,0.56,0.46,0.54,0.42,0.38,0.31,0.35,0.34,0.47,0.31,0.37
ESM1,0.31,0.06,0.34,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPL1,0.01,0.07,0.03,0.03,0.0,0.01,0.05,0.02,0.04,0.05,0.02,0.09,0.01,0.03,0.0,0.01,0.0,0.01,0.0
ESPN,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.11,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.01,0.01,0.0
ESPNL,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.02,0.0,0.01,0.01,0.02,0.0,0.02
ESR1,0.0,0.0,0.0,0.01,0.0,0.03,0.05,0.0,0.01,0.09,0.13,0.04,0.08,0.01,0.05,0.01,0.02,0.01,0.12
ESR2,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.02,0.01,0.06,0.17,0.02,0.03,0.05,0.01,0.04,0.14,0.01,0.12
ESRP1,0.0,0.0,0.0,0.01,0.0,0.01,0.24,0.01,0.2,0.02,0.01,0.01,0.01,0.05,0.0,0.01,0.04,0.01,0.01
ESRP2,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.06,0.2,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02
ESRRA,0.12,0.12,0.21,0.09,0.06,0.1,0.06,0.12,0.24,0.04,0.1,0.05,0.02,0.03,0.02,0.03,0.07,0.01,0.03
ESRRB,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRRG,0.0,0.02,0.01,0.0,0.0,0.01,0.1,0.07,0.33,0.02,0.01,0.03,0.01,0.0,0.01,0.02,0.01,0.01,0.01
ESS2,0.13,0.15,0.17,0.13,0.08,0.13,0.16,0.21,0.23,0.12,0.18,0.17,0.09,0.08,0.09,0.11,0.16,0.1,0.1
ESX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESYT1,0.3,0.34,0.4,0.42,0.2,0.26,0.32,0.36,0.36,0.25,0.31,0.21,0.13,0.28,0.1,0.14,0.26,0.24,0.17
ESYT2,0.24,0.26,0.29,0.18,0.16,0.26,0.15,0.23,0.28,0.11,0.19,0.16,0.1,0.06,0.06,0.11,0.17,0.12,0.11
ESYT3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
ETAA1,0.11,0.1,0.1,0.12,0.07,0.12,0.18,0.21,0.2,0.14,0.17,0.16,0.09,0.14,0.09,0.11,0.15,0.12,0.1
ETF1,0.31,0.31,0.38,0.3,0.21,0.32,0.35,0.41,0.46,0.29,0.44,0.31,0.17,0.27,0.16,0.22,0.37,0.17,0.21
ETFA,0.49,0.57,0.6,0.51,0.47,0.52,0.63,0.61,0.79,0.57,0.7,0.57,0.39,0.33,0.32,0.37,0.56,0.36,0.47
ETFB,0.33,0.38,0.41,0.46,0.32,0.36,0.52,0.57,0.75,0.33,0.62,0.33,0.27,0.34,0.25,0.33,0.38,0.4,0.28
ETFBKMT,0.04,0.04,0.04,0.03,0.03,0.04,0.05,0.06,0.07,0.05,0.09,0.04,0.03,0.04,0.02,0.04,0.06,0.05,0.04
ETFDH,0.12,0.15,0.11,0.17,0.12,0.16,0.13,0.24,0.29,0.15,0.23,0.15,0.13,0.12,0.12,0.1,0.11,0.14,0.12
ETFRF1,0.25,0.25,0.26,0.29,0.22,0.23,0.4,0.37,0.47,0.2,0.44,0.17,0.14,0.17,0.12,0.17,0.24,0.21,0.21
ETHE1,0.39,0.33,0.36,0.45,0.25,0.29,0.49,0.4,0.56,0.28,0.31,0.18,0.15,0.08,0.17,0.16,0.19,0.28,0.18
ETNK1,0.37,0.41,0.46,0.36,0.28,0.43,0.47,0.56,0.62,0.36,0.43,0.47,0.27,0.32,0.23,0.37,0.63,0.22,0.39
ETNK2,0.08,0.05,0.02,0.05,0.04,0.15,0.15,0.15,0.21,0.22,0.55,0.28,0.2,0.44,0.11,0.41,0.49,0.24,0.63
ETNPPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS1,0.75,0.67,0.89,0.64,0.62,0.71,0.05,0.17,0.14,0.05,0.34,0.26,0.13,0.08,0.23,0.12,0.1,0.05,0.05
ETS2,0.59,0.76,0.76,0.54,0.73,0.77,0.2,0.27,0.17,0.56,0.16,0.13,0.23,0.03,0.2,0.06,0.05,0.22,0.05
ETV1,0.07,0.12,0.06,0.07,0.12,0.18,0.33,0.06,0.12,0.15,0.08,0.3,0.11,0.07,0.11,0.04,0.38,0.06,0.07
ETV2,0.04,0.04,0.01,0.06,0.03,0.05,0.08,0.1,0.1,0.08,0.1,0.09,0.06,0.01,0.07,0.06,0.08,0.04,0.06
ETV3,0.23,0.21,0.24,0.13,0.1,0.22,0.18,0.21,0.22,0.12,0.16,0.17,0.09,0.11,0.08,0.11,0.17,0.05,0.08
ETV3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETV4,0.09,0.09,0.11,0.05,0.04,0.06,0.41,0.0,0.1,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.05,0.03,0.01
ETV5,0.15,0.14,0.13,0.11,0.08,0.19,0.42,0.05,0.19,0.06,0.04,0.13,0.07,0.11,0.03,0.04,0.21,0.08,0.06
ETV5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETV6,0.39,0.43,0.5,0.37,0.32,0.46,0.21,0.26,0.22,0.15,0.28,0.25,0.17,0.19,0.16,0.18,0.27,0.15,0.18
ETV7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01
EVA1A,0.08,0.24,0.09,0.17,0.15,0.17,0.24,0.18,0.24,0.03,0.02,0.07,0.04,0.02,0.04,0.05,0.02,0.09,0.01
EVA1B,0.41,0.53,0.8,0.21,0.34,0.5,0.53,0.81,0.64,0.26,0.15,0.56,0.31,0.03,0.28,0.23,0.29,0.11,0.08
EVA1C,0.21,0.14,0.04,0.06,0.16,0.15,0.01,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01
EVC,0.02,0.02,0.0,0.05,0.01,0.04,0.09,0.2,0.2,0.07,0.08,0.09,0.08,0.01,0.07,0.06,0.07,0.04,0.06
EVC2,0.02,0.02,0.0,0.1,0.03,0.05,0.1,0.17,0.16,0.08,0.07,0.09,0.06,0.01,0.06,0.07,0.09,0.05,0.06
EVI2A,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI5,0.27,0.23,0.29,0.24,0.13,0.23,0.33,0.48,0.35,0.22,0.43,0.24,0.16,0.32,0.17,0.23,0.36,0.19,0.23
EVI5L,0.09,0.08,0.08,0.06,0.04,0.08,0.06,0.1,0.1,0.06,0.15,0.1,0.04,0.08,0.04,0.06,0.11,0.03,0.06
EVL,0.56,0.47,0.45,0.46,0.32,0.46,0.56,0.55,0.57,0.38,0.36,0.53,0.37,0.26,0.31,0.39,0.48,0.21,0.42
EVPL,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02
